#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B3D8BE
#Date Time: 2024-05-13 11:46:15.173
#Sample rate: 7447.13Hz
#Samples: 8000
#Trigger: Source: Channel 2 Type: Edge Condition: Rising Level: 3 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 600 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 700 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Custom
#Type: Custom1
#Frequency: 200 mHz
#Period: 5 s
#Amplitude: 500 mV
#Offset: 1.5 V
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.07694244,1.509694321285228,0.552871997124563
-0.07680816,1.509694321285228,0.3508185095533658
-0.07667388,1.506007800203394,3.09874594052165
-0.0765396,1.506007800203394,2.095825902213706
-0.07640532,1.509694321285228,0.2553023154287998
-0.07627104,1.509694321285228,0.2295864170106474
-0.07613676,1.509694321285228,0.2846919136209739
-0.07600248,1.506007800203394,0.5565456968985849
-0.0758682,1.509694321285228,0.8026835817580436
-0.07573392,1.506007800203394,1.070863665261633
-0.07559964,1.506007800203394,1.416191444019679
-0.07546536,1.506007800203394,1.783561421421856
-0.07533107999999999,1.509694321285228,1.908467213738596
-0.07519679999999999,1.506007800203394,2.051741504925445
-0.07506251999999999,1.506007800203394,2.382374484587404
-0.07492823999999999,1.506007800203394,2.690965265605233
-0.07479396000000001,1.509694321285228,2.095825902213706
-0.07465968000000001,1.506007800203394,1.445581042211853
-0.07452540000000001,1.506007800203394,2.793828859277843
-0.07439112000000001,1.506007800203394,2.562385773514471
-0.07425684,1.506007800203394,2.488911778034036
-0.07412256,1.506007800203394,2.547690974418384
-0.07398828,1.506007800203394,2.657901967639037
-0.073854,1.506007800203394,2.679944166283168
-0.07371972,1.506007800203394,2.437479981197731
-0.07358544,1.506007800203394,2.059088904473489
-0.07345116,1.506007800203394,2.033373006055336
-0.07331688,1.506007800203394,2.051741504925445
-0.0731826,1.506007800203394,1.948877911252836
-0.07304832,1.509694321285228,1.353738547861309
-0.07291404,1.506007800203394,0.9753474711370667
-0.07277976,1.509694321285228,0.8320731799502177
-0.07264548,1.509694321285228,0.5675667962206501
-0.0725112,1.509694321285228,0.4389873041298882
-0.07237692,1.509694321285228,0.5198086991583672
-0.07224264,1.509694321285228,0.4793980016441277
-0.07210836,1.509694321285228,0.4720506020960842
-0.07197408,1.509694321285228,0.5749141957686936
-0.0718398,1.509694321285228,0.8467679790463047
-0.07170551999999999,1.509694321285228,1.089232164131742
-0.07157123999999999,1.509694321285228,1.361085947409353
-0.07143695999999999,1.506007800203394,1.702740026393377
-0.07130267999999999,1.506007800203394,1.970920109896966
-0.07116840000000001,1.506007800203394,1.992962308541097
-0.07103412000000001,1.506007800203394,1.7909088209699
-0.07089984000000001,1.506007800203394,2.088478502665663
-0.07076556000000001,1.506007800203394,2.312574188880991
-0.07063128,1.506007800203394,2.639533468768928
-0.070497,1.509694321285228,2.639533468768928
-0.07036272,1.506007800203394,2.330942687751099
-0.07022844,1.506007800203394,2.150931398824033
-0.07009416,1.509694321285228,2.117868100857837
-0.06995988,1.509694321285228,2.217057994756425
-0.0698256,1.506007800203394,2.400742983457513
-0.06969132,1.506007800203394,2.345637486847187
-0.06955704,1.506007800203394,2.070110003795554
-0.06942276,1.509694321285228,1.820298419162074
-0.06928848,1.509694321285228,1.801929920291965
-0.0691542,1.509694321285228,1.787235121195878
-0.06901992,1.509694321285228,1.570486834528593
-0.06888564,1.506007800203394,1.074537365035654
-0.06875136,1.509694321285228,0.7071673876334774
-0.06861708,1.506007800203394,0.4389873041298882
-0.0684828,1.509694321285228,0.2112179181405385
-0.06834852,1.509694321285228,0.1634598210782555
-0.06821424,1.506007800203394,0.1891757194964079
-0.06807995999999999,1.506007800203394,0.1524387217561902
-0.06794567999999999,1.506007800203394,0.1818283199483644
-0.06781139999999999,1.506007800203394,0.3251026111352134
-0.06767711999999999,1.506007800203394,0.5491982973505414
-0.06754283999999999,1.506007800203394,0.8137046810801087
-0.06740856000000001,1.506007800203394,1.114948062549894
-0.06727428000000001,1.506007800203394,1.416191444019679
-0.06714000000000001,1.506007800203394,1.62559233113892
-0.06700572,1.506007800203394,1.511707638144245
-0.06687144,1.506007800203394,1.508033938370223
-0.06673716,1.506007800203394,1.787235121195878
-0.06660288,1.506007800203394,2.022351906733271
-0.0664686,1.506007800203394,2.22807909407849
-0.06633432,1.506007800203394,2.261142392044686
-0.06620004,1.506007800203394,2.45584848006784
-0.06606576,1.506007800203394,2.316247888655012
-0.06593148,1.506007800203394,2.319921588429034
-0.0657972,1.506007800203394,2.47789067871197
-0.06566292,1.506007800203394,2.558712073740449
-0.06552864,1.506007800203394,2.437479981197731
-0.06539436,1.509694321285228,2.176647297242185
-0.06526008,1.509694321285228,2.048067805151423
-0.0651258,1.509694321285228,1.959899010574901
-0.06499152,1.506007800203394,1.717434825489464
-0.06485724,1.506007800203394,1.408844044471635
-0.06472296,1.509694321285228,1.001063369555219
-0.06458868,1.506007800203394,0.6851251889893468
-0.0644544,1.506007800203394,0.4206188052597794
-0.06432011999999999,1.509694321285228,0.2663234147508651
-0.06418583999999999,1.509694321285228,0.2442812161067345
-0.06405155999999999,1.509694321285228,0.2442812161067345
-0.06391727999999999,1.509694321285228,0.2332601167846692
-0.06378300000000001,1.506007800203394,0.2957130129430393
-0.06364872000000001,1.506007800203394,0.4683769023220624
