y
-0.34821619312112795
-0.8078859828485977
-0.9976805932798242
-0.6602679525131993
0.41877498702963345
-0.5647755363628041
-0.5698721274452956
-0.11438337351603747
-0.3738822595904416
-0.3238319040498062
-0.5716116824854274
-0.018738364818262278
-0.10055848872341075
0.999969481490524
-0.5551927243873409
-0.5791192358165227
0.4421826837977233
-0.16592913602099674
0.17267372661519212
0.7160863063447981
0.3760795922727134
0.5012054811243019
0.3764152958769494
-0.3500778221991638
-0.12573625904110844
-0.1609546189764092
0.826715903195288
0.7691885128330332
-0.20163579210791344
-0.30259102145451217
0.5388348033082064
0.15308084353160192
0.07116916409802546
-0.16818750572222052
0.1054719687490463
0.1184728537858211
0.19507431257057406
0.07748649555955688
0.1564989165929136
-0.01892147587511826
0.17786187322611163
0.4176458021790216
0.33564256721701713
0.2646259956663716
0.08087405011139256
0.58714560380871
0.09555345316934721
-0.13403729361857966
0.21277504806665243
0.19861445966978972
0.25467696157719655
0.402020325327311
0.03827021088290048
-0.1325418866542558
0.11004974517044587
0.5028229621265298
0.029725028229621267
0.05941953794976653
0.10022278511917478
-0.056672872096926785
-0.08926664021729179
0.2371288186284982
0.09320352793969543
0.15201269569994202
0.18646809289834285
0.16635639515366069
-0.06649983214819788
-0.054200872829371013
0.1575365459150975
0.2346568193609424
0.1673329874568926
0.021698660237434005
0.08789330729087191
0.16022217474898526
0.06311227759636219
-0.003204443494979705
0.06653035065767388
0.06381420331431013
0.02337717825861385
0.004272591326639607
0.0061037018951994385
0.014007995849482712
-0.06292916653950621
-0.09875789666432691
-0.14944914090395825
-0.08691671498764
-0.034485915707876826
0.021118808557390057
-0.032624286629841
-0.10101626636555071
-0.03750724814600055
-0.027466658528397473
-0.06576738792077395
-0.009643848994415113
-0.05044709616382336
-0.06497390667439802
-0.04412976470229194
-0.03195287942136906
0.01763969847712638
-0.0423291726432081
-0.058931241798150576
-0.07303079317606129
-0.10184026612140264
-0.1011383404034547
-0.11975463118381298
-0.06204412976470229
-0.04077272865993225
-0.1542710654011658
-0.13440351573229165
-0.07620471816156499
-0.14624469740897855
-0.1163365581225013
-0.057802056947538684
-0.04446546830652791
-0.10080263679921872
-0.11514633625293741
-0.0532547990356151
-0.03671376689962462
-0.07376323740348521
-0.08719138157292398
-0.07431257057405316
-0.059450056459242534
-0.054322946867275006
-0.05969420453505051
-0.04113895077364422
-0.0913113803521836
-0.10629596850489823
-0.10177922910245063
-0.09311197241126744
